CRE_id	CRE_class	Activity_max_cluster	Activity_all_cells	Specificity	max_cluster_num_rep	max_cluster_id	mean_freq_max_cluster	all_rep_act_hit	all_rep_spec_hit	is_promoter	log2FC_ATAC_cognate	av_phyloP
Cited2_chr10_1254	devCRE	5.64999786758401	2.08701742275581	2.94716630805178	2	unique_7	0.5723	TRUE	FALSE	TRUE	0.0883855633544952	0.905334
Col1a1_chr11_15270	devCRE	0.513499620274049	0.131133407310562	3.44365918094238	3	unique_9	0.565733333333333	TRUE	FALSE	FALSE	3.35359413202237	0.74788
Col1a1_chr11_15307	devCRE	1.98850149946704	0.60085755231329	2.71866666509337	2	unique_7	0.762633333333333	TRUE	FALSE	TRUE	0.399045175749565	0.64327
Col1a1_chr11_15322	devCRE	0.617094064052602	0.201187322063922	2.97451822855924	2	unique_7	0.5572	TRUE	FALSE	TRUE	0.508482585050687	-0.015904
Col1a2_chr6_93	devCRE	1.74001354223974	0.487610710903662	3.85481417800407	1	unique_7	0.643266666666667	TRUE	FALSE	TRUE	-0.152476939211072	1.12159
Col5a1_chr2_2575	devCRE	1.40832059461966	0.495118665430625	2.44334379475715	2	unique_9	0.653566666666667	TRUE	FALSE	TRUE	1.16536099078544	0.061196
eef1aP	promoters	244.058317771314	147.132289566268	1.5337599210424	1	unique_1	0.5478	TRUE	FALSE	FALSE	NA	NA
Epas1_chr17_10070	devCRE	2.80495597385207	0.622992617413916	4.4288784225727	2	unique_4	0.662966666666667	TRUE	FALSE	TRUE	0.978704720450672	0.330998
Foxa2_chr2_13840	devCRE	0.705389985818927	0.21819039531357	2.71420421235699	2	unique_7	0.6041	TRUE	FALSE	TRUE	0.881134583302099	0.66686
Gata4_chr14_5677	devCRE	4.96410659599172	1.28704981356013	4.67527153951287	2	unique_7	0.665266666666667	TRUE	FALSE	TRUE	0.101985727901557	0.300992
Gata4_chr14_5742	devCRE	2.39656737119366	1.44606702104004	1.75631541953572	2	unique_0	0.825433333333333	TRUE	FALSE	TRUE	0.894584384008158	0.105616
Gata4_chr14_5749	devCRE	0.572560247407998	0.23567828054131	2.77928116942725	2	unique_4	0.6197	TRUE	FALSE	FALSE	0.695648134787545	-0.0237
Igfbp4_chr11_16710	devCRE	0.430648957198564	0.227288010707461	2.11619008306146	1	unique_1	0.475733333333333	TRUE	FALSE	TRUE	-0.766133856156219	0.368008
Igfbp4_chr11_16711	devCRE	1.21590827984327	0.379522088141171	3.85276761280587	2	unique_7	0.615633333333333	TRUE	FALSE	TRUE	0.572150198496591	0.261696
Igfbp4_chr11_16728	devCRE	0.462384541670406	0.171713474532874	4.23972224227063	2	unique_0	0.874833333333333	TRUE	FALSE	TRUE	0.172066056151113	0.450202
Igfbp4_chr11_16735	devCRE	1.36807984054689	0.142091262838285	9.60250544070516	2	unique_0	0.795166666666667	TRUE	FALSE	TRUE	0.0268031250212271	0.365352
Igfbp4_chr11_16740	devCRE	0.674556525127374	0.203532309947211	3.62183005287728	2	unique_1	0.6992	TRUE	FALSE	TRUE	0.93611630981683	0.676932
Klf4_chr4_3948	devCRE	4.25254294523721	1.96939383541491	2.53351497102	2	unique_2	0.844133333333333	TRUE	FALSE	TRUE	0.446355467716569	0.418404
Klf4_chr4_3949	devCRE	0.585280801488177	0.188938941457702	4.03881746896923	3	unique_7	0.717533333333333	TRUE	FALSE	TRUE	1.22409009888397	0.195276
Lama1_chr17_7793	devCRE	0.489697375405481	0.184068903310522	3.26139027841429	1	unique_3	0.464666666666667	TRUE	FALSE	TRUE	0.578978886841781	-0.12049
Lamb1_chr12_2210	devCRE	1.65302079381369	0.623853862769217	2.97317091379485	1	unique_0	0.605766666666667	TRUE	FALSE	TRUE	1.26961738911233	0.40882
Lamb1_chr12_2216	devCRE	1.33088727231813	0.173325215824859	22.3252849117027	3	unique_4	0.970666666666667	TRUE	FALSE	FALSE	4.38529868887509	0.208032
Lamb1_chr12_2296	devCRE	0.583486969431961	0.275251185665961	1.85916429442531	1	unique_1	0.466266666666667	TRUE	FALSE	TRUE	0.338148432920897	0.304836
Lamc1_chr1_12175	devCRE	5.22478814391113	2.12266917102851	2.65246053873876	2	unique_7	0.480266666666667	TRUE	FALSE	TRUE	0.166958702672086	-0.028474
Map1b_chr13_9447	devCRE	2.3929969563365	0.720456395689139	4.04911429464465	3	unique_4	0.964733333333333	TRUE	FALSE	TRUE	0.401014548419991	1.80683
pgk1P	promoters	79.0264427715474	38.2955980705932	2.29057098490031	3	unique_5	0.7694	TRUE	FALSE	FALSE	NA	NA
Sox4_chr13_2052	devCRE	0.830360884554577	0.417876291878775	2.52391169575563	1	unique_1	0.479633333333333	TRUE	FALSE	TRUE	0.783281409015966	2.32032
Sox4_chr13_2055	devCRE	0.313640237890101	0.175054359855495	1.87600256535608	1	unique_2	0.413133333333333	TRUE	FALSE	FALSE	-0.156874813734316	0.084378
Sparc_chr11_7195	devCRE	0.338310103578532	0.157303573536138	2.2097938155099	1	unique_3	0.351533333333333	TRUE	FALSE	FALSE	2.87286790303628	0.551312
Sparc_chr11_7203	devCRE	0.510260793011593	0.187492004719723	3.71213330921763	2	unique_0	0.6857	TRUE	FALSE	FALSE	0.468925853981014	0.62375
Sparc_chr11_7205	devCRE	0.39699514713436	0.182114452743552	2.53219577944435	2	unique_4	0.5353	TRUE	FALSE	TRUE	0.459174862659884	0.493376
Sparc_chr11_7230	devCRE	1.06490099047566	0.337229379816629	3.51220548109336	2	unique_4	0.772166666666667	TRUE	FALSE	TRUE	0.441776160779579	-0.086228
Sparc_chr11_7234	devCRE	3.34518845168522	1.69394259801174	1.9631185789481	1	unique_4	0.7111	TRUE	FALSE	TRUE	-0.0144913289347134	0.47005
Sparc_chr11_7235	devCRE	4.42544209811178	2.19452451397731	2.11000763840596	1	unique_4	0.6814	TRUE	FALSE	TRUE	0.339459589019494	0.228912
Tgfbi_chr13_5692	devCRE	1.18814834114944	0.436382032480088	4.13220356205085	1	unique_0	0.570766666666667	TRUE	FALSE	TRUE	-0.0228823169537058	0.088314
Tgfbi_chr13_5705	devCRE	1.74798825857398	0.45688059978999	4.76631259884805	2	unique_7	0.873433333333333	TRUE	FALSE	FALSE	2.05107154816747	0.492648
Tgfbi_chr13_5741	devCRE	3.89325950610902	2.82465712134486	1.43527463154224	2	unique_7	0.525533333333333	TRUE	FALSE	TRUE	0.0362967521358413	0.140846
Tubb2b_chr13_2568	devCRE	1.85224264247482	1.0084866438748	2.16360050812991	1	unique_0	0.720166666666667	TRUE	FALSE	TRUE	-0.355315862382796	0.439454
Tubb2b_chr13_2576	devCRE	5.62659108904296	2.43986150497648	2.87156634248396	2	unique_5	0.639833333333333	TRUE	FALSE	TRUE	1.15704443104759	0.267894
Tubb2b_chr13_2590	devCRE	0.313024226279116	0.171423255832937	2.05895732077366	2	unique_2	0.654233333333333	TRUE	FALSE	TRUE	-0.275188595543851	0.346668
Txndc12_chr4_7961	devCRE	0.401435665977144	0.178025196320752	2.54259575760471	2	unique_0	0.397666666666667	TRUE	FALSE	TRUE	0.205694725516305	0.723506
Txndc12_chr4_7962	devCRE	0.656406672653931	0.286730092588778	2.42396116778978	2	unique_7	0.3496	TRUE	FALSE	TRUE	0.433771732029666	0.564936
Txndc12_chr4_7973	devCRE	2.7688840508363	1.8369314647181	1.54469619042732	1	unique_5	0.602	TRUE	FALSE	TRUE	0.0793385820918765	0.573824
Txndc12_chr4_7978	devCRE	1.50680930266787	0.718422270632578	3.44576286812196	2	unique_0	0.649	TRUE	FALSE	TRUE	0.437974324554382	-0.046354
ubcP	promoters	32.0584414005637	24.2285666966119	1.4437699386839	2	unique_4	0.670533333333333	TRUE	FALSE	FALSE	NA	NA
Bend5_chr4_8168	devCRE	0.0709376972013742	0.0161458094890384	5.17094812955718	1	unique_0	0.5609	FALSE	FALSE	FALSE	2.59116512031045	0.267562
Bend5_chr4_8170	devCRE	0.141866472274148	0.00764647480316499	20.8277936668518	1	unique_0	0.7313	FALSE	FALSE	FALSE	4.50044246439917	0.07398
Bend5_chr4_8172	devCRE	0.0549616345963232	0.00987139773112655	10.1536968791312	2	unique_2	0.6092	FALSE	FALSE	FALSE	5.58312722267644	0.142716
Bend5_chr4_8174	devCRE	0.545714963060693	0.0533824672520205	16.1021291633554	3	unique_4	0.998966666666667	FALSE	FALSE	FALSE	5.53199758146249	0.068796
Bend5_chr4_8179	devCRE	0.312139754687395	0.0589148426056288	14.7404437113454	3	unique_4	0.793766666666667	FALSE	FALSE	FALSE	5.23837759554627	0.210832
Bend5_chr4_8192	devCRE	0.0527913035837797	0.0165228119258119	6.50579122679693	1	unique_0	0.550533333333333	FALSE	FALSE	FALSE	6.067671700552	0.014758
Bend5_chr4_8199	devCRE	0.0984957016825004	0.0286761644538314	5.81655418926927	2	unique_6	0.716233333333333	FALSE	FALSE	FALSE	2.1360806547414	-0.032156
Btg1_chr10_9572	devCRE	0.0666197834454389	0.0200178758087756	7.05124711732543	3	unique_4	0.7767	FALSE	FALSE	FALSE	5.45163636382243	0.024806
Btg1_chr10_9588	devCRE	0.0320635058844547	0.0109533656552383	5.60438392693514	1	unique_0	0.483666666666667	FALSE	FALSE	FALSE	4.43166957628613	0.172148
Btg1_chr10_9593	devCRE	0.194195677918112	0.0721801108681425	5.82565496766886	1	unique_0	0.772666666666667	FALSE	FALSE	FALSE	4.35651374612833	0.457124
Btg1_chr10_9612	devCRE	0.183680424101961	0.0509865066533426	8.52684825939682	1	unique_1	0.692033333333333	FALSE	FALSE	FALSE	2.20826160365788	0.405994
Btg1_chr10_9613	devCRE	0.119871345371681	0.0256409312845937	10.5254151545145	1	unique_2	0.585266666666667	FALSE	FALSE	FALSE	3.27686234744234	-0.021212
Cdk5r1_chr11_12575	devCRE	0.0923634418745198	0.0508994700002921	2.28900791454291	1	unique_0	0.411133333333333	FALSE	FALSE	TRUE	0.0472820465485218	0.335526
Cdk5r1_chr11_12590	devCRE	0.104072320478664	0.0292261571458022	8.06876404288538	2	unique_7	0.700766666666667	FALSE	FALSE	FALSE	3.95001673770872	0.204836
Cdk5r1_chr11_12595	devCRE	0.0550390287808893	0.0170482134877339	8.52538387021501	1	unique_0	0.625233333333333	FALSE	FALSE	FALSE	3.35290705717913	1.06887
Cited2_chr10_1239	devCRE	0.287894191406998	0.0396417159310545	67.4403743637668	3	unique_4	0.8757	FALSE	FALSE	FALSE	5.91154009233853	0.179202
Cited2_chr10_1246	devCRE	0.0856081919195932	0.0245104861880146	7.46707100109128	1	unique_1	0.497333333333333	FALSE	FALSE	FALSE	3.767326950358	0.177784
Cited2_chr10_1248	devCRE	0.0725561202479278	0.0140262974461071	6.26529830624849	1	unique_3	0.599733333333333	FALSE	FALSE	FALSE	5.07686215564361	-0.0647
Cited2_chr10_1253	devCRE	0.309307133888416	0.081603610624242	4.85170958329861	2	unique_3	0.573233333333333	FALSE	FALSE	TRUE	0.390995931488507	1.43995
Cited2_chr10_1267	devCRE	0.0611263523029268	0.0221362839880033	5.21625491402027	1	unique_0	0.655133333333333	FALSE	FALSE	FALSE	3.50707430899553	0.134394
Cited2_chr10_1270	devCRE	0.246127805872399	0.0227485121369788	54.5633321952885	1	unique_0	0.696566666666667	FALSE	FALSE	FALSE	3.85891202542461	0.060698
Col1a1_chr11_15258	devCRE	0.182040503240795	0.0553778566177259	4.1811539174974	1	unique_2	0.5982	FALSE	FALSE	FALSE	4.63230458174936	0.291978
Col1a1_chr11_15259	devCRE	0.238216270212382	0.0604207027324559	5.88980716353137	2	unique_7	0.507866666666667	FALSE	FALSE	FALSE	4.18042134840857	0.177364
Col1a1_chr11_15269	devCRE	0.0565314192085434	0.0189018706132291	5.6220712406858	1	unique_0	0.568766666666667	FALSE	FALSE	FALSE	2.86122614393954	-0.069386
Col1a1_chr11_15273	devCRE	0.0606261228492503	0.0259272359199577	3.57082068969281	1	unique_0	0.593433333333333	FALSE	FALSE	FALSE	4.29438611623275	1.39682
Col1a1_chr11_15275	devCRE	0.673107070093918	0.158288127074033	8.0360508823859	1	unique_0	0.636133333333333	FALSE	FALSE	TRUE	5.19583107693838	2.10186
Col1a1_chr11_15276	devCRE	0.358741868806957	0.145261899828552	4.65282024731429	2	unique_7	0.7018	FALSE	FALSE	TRUE	1.67021894476747	0.239498
Col1a1_chr11_15301	devCRE	0.132779909833453	0.0430081210976166	6.26153797823821	1	unique_0	0.687533333333333	FALSE	FALSE	FALSE	-0.223718085042433	0.248102
Col1a1_chr11_15316	devCRE	0.258982107427177	0.0659738615931357	5.95243697969793	1	unique_0	0.6484	FALSE	FALSE	FALSE	-0.130959944678702	0.354938
Col1a2_chr6_72	devCRE	0.170268438957293	0.0400531906542661	8.17414808325028	1	unique_2	0.660233333333333	FALSE	FALSE	FALSE	4.44753149768268	0.463094
Col1a2_chr6_73	devCRE	0.145006503926792	0.0445213979689306	3.30270425477914	2	unique_8	0.408033333333333	FALSE	FALSE	FALSE	5.49948196637088	0.494982
Col1a2_chr6_77	devCRE	0.216513913953879	0.11033538922659	3.54205662343722	2	unique_2	0.733166666666667	FALSE	FALSE	TRUE	2.82884869691996	1.88173
Col1a2_chr6_88	devCRE	0.0206145385268044	0.00776545807251692	5.20440021939993	1	unique_0	0.6074	FALSE	FALSE	FALSE	3.85429758922088	0.812674
Col5a1_chr2_2558	devCRE	0.0356629927010999	0.0159214225123777	3.25081244674949	1	unique_0	0.5718	FALSE	FALSE	FALSE	5.40174588644936	-0.046252
Col5a1_chr2_2562	devCRE	0.0859268774277875	0.0155399105743919	5.82689467447091	1	unique_0	0.596533333333333	FALSE	FALSE	FALSE	5.22127599960679	0.068802
Col5a1_chr2_2565	devCRE	0.100918665959217	0.0255537299626611	5.94266282613598	2	unique_2	0.644133333333333	FALSE	FALSE	FALSE	4.4796978867335	0.25446
Col5a1_chr2_2571	devCRE	0.174239570611568	0.069490286148587	3.57231431973675	1	unique_0	0.800666666666667	FALSE	FALSE	FALSE	3.62878010956347	-0.007918
Col5a1_chr2_2576	devCRE	0.130973756679826	0.0432931338951872	3.5504786128038	1	unique_0	0.518466666666667	FALSE	FALSE	TRUE	0.92670648799112	0.312806
Col5a1_chr2_2586	devCRE	0.0317642817313199	0.00887250790351345	6.63528586083048	1	unique_0	0.606966666666667	FALSE	FALSE	FALSE	5.19067662422968	-0.180964
Epas1_chr17_10056	devCRE	0.122833735066158	0.0265516439339117	7.39205667451974	2	unique_4	0.6799	FALSE	FALSE	FALSE	4.64361457687517	0.32113
Epas1_chr17_10057	devCRE	0.115677674459616	0.0255024054086463	5.8208673851156	1	unique_4	0.5437	FALSE	FALSE	FALSE	2.94188712767514	0.02057
Epas1_chr17_10061	devCRE	0.183355276507779	0.0558942349162916	3.84402241320092	3	unique_7	0.5804	FALSE	FALSE	FALSE	1.60212315138571	0.06181
Epas1_chr17_10064	devCRE	0.0749506155819963	0.0242571926397205	7.84919205940386	2	unique_0	0.573733333333333	FALSE	FALSE	FALSE	5.11765391983521	-0.046164
Epas1_chr17_10066	devCRE	0.0814493587104077	0.0285855520047131	5.01926158918836	2	unique_6	0.615766666666667	FALSE	FALSE	FALSE	3.08229548558246	-0.036014
Epas1_chr17_10071	devCRE	0.413183465919338	0.210709139182749	2.87108781142473	1	unique_1	0.471833333333333	FALSE	FALSE	TRUE	1.2455322626273	0.582392
Epas1_chr17_10116	devCRE	0.0705712720700228	0.0255155718960339	4.26387095759253	1	unique_0	0.513466666666667	FALSE	FALSE	FALSE	4.21837554898366	0.0121
Foxa2_chr2_13806	devCRE	0.0984615902981906	0.0125733712252484	20.6574047346	1	unique_4	0.735366666666667	FALSE	FALSE	FALSE	5.24259223781668	0.556892
Foxa2_chr2_13808	devCRE	0.20791772295337	0.05526450718439	6.6621219854593	1	unique_1	0.692733333333333	FALSE	FALSE	FALSE	3.2617996909748	2.57081
Foxa2_chr2_13812	devCRE	0.0531263272722714	0.0225594355070433	3.64058590901435	1	unique_0	0.596833333333333	FALSE	FALSE	FALSE	4.20232279176208	0.900654
Foxa2_chr2_13818	devCRE	0.176027399562256	0.0351718372494976	8.13347773210863	2	unique_4	0.786766666666667	FALSE	FALSE	FALSE	3.2578944760202	0.017314
Foxa2_chr2_13820	devCRE	2.66221598710649	0.825257511098826	9.36124799857731	3	unique_4	0.834766666666667	FALSE	FALSE	FALSE	4.90345873030274	0.143638
Foxa2_chr2_13830	devCRE	0.0640811536939473	0.0115781459903831	5.84703997978518	1	unique_4	0.574833333333333	FALSE	FALSE	FALSE	2.68636251605255	1.44332
Foxa2_chr2_13835	devCRE	0.184182944702325	0.062891976992227	4.10429096595638	1	unique_2	0.5962	FALSE	FALSE	FALSE	1.99843185948339	1.40492
Foxa2_chr2_13841	devCRE	0.262427660565935	0.0662050485183609	4.04055981684344	2	unique_7	0.616566666666667	FALSE	FALSE	TRUE	1.30846426310765	0.436328
Foxa2_chr2_13856	devCRE	0.129222167984455	0.0250823284283756	8.39290678196516	2	unique_0	0.741166666666667	FALSE	FALSE	FALSE	1.16177948987356	-0.100092
Foxa2_chr2_13861	devCRE	0.0287619847949892	0.0120027827955418	6.85315810088029	2	unique_0	0.604833333333333	FALSE	FALSE	FALSE	6.58802831916934	-0.035964
Foxa2_chr2_13862	devCRE	0.167781899711285	0.0530023882614551	8.00767498002744	1	unique_4	0.638166666666667	FALSE	FALSE	FALSE	5.59506783278031	0.128118
Gata4_chr14_5693	devCRE	0.082651418194789	0.0244068040352753	4.70864543892796	2	unique_4	0.581366666666667	FALSE	FALSE	FALSE	4.9762216734694	-0.164008
Gata4_chr14_5710	devCRE	0.100821129219198	0.0111398375640959	5.33995696387958	1	unique_4	0.718066666666667	FALSE	FALSE	FALSE	4.65502807510439	0.177786
Gata4_chr14_5714	devCRE	0.143379387623221	0.0345570503926263	6.97472667675765	1	unique_4	0.742233333333333	FALSE	FALSE	FALSE	3.03047440186656	0.397504
Gata4_chr14_5752	devCRE	0.0796362337219704	0.0248558529957289	4.22426407194434	1	unique_3	0.5458	FALSE	FALSE	FALSE	3.98309362663699	0.54763
Gata4_chr14_5760	devCRE	0.32978185894023	0.0364836238379107	12.670614584553	1	unique_4	0.8911	FALSE	FALSE	TRUE	3.14022577658928	0.358848
Gata4_chr14_5762	devCRE	0.03286913890876	0.00925955391768113	8.08406577811532	2	unique_2	0.6776	FALSE	FALSE	FALSE	4.83295764006546	-0.000492
Gata4_chr14_5763	devCRE	0.0689560799797032	0.0218753068029365	15.9246890045956	1	unique_3	0.640366666666667	FALSE	FALSE	FALSE	5.61699770598825	1.29225
Gata4_chr14_5776	devCRE	0.373765107955633	0.0527973779412401	9.60410840553072	2	unique_4	0.704533333333333	FALSE	FALSE	FALSE	3.35218795069687	1.03305
Gata4_chr14_5779	devCRE	0.0874175888241652	0.0136108634580014	4.99321290759542	1	unique_5	0.475166666666667	FALSE	FALSE	FALSE	4.99244921616607	-0.002346
Igfbp4_chr11_16694	devCRE	0.364178534276687	0.0953830998672043	5.18937123431924	1	unique_1	0.494833333333333	FALSE	FALSE	FALSE	0.782223353926601	0.662326
Igfbp4_chr11_16716	devCRE	0.245162328123299	0.0801741884689991	5.48286864051743	1	unique_4	0.6629	FALSE	FALSE	FALSE	1.16568540769902	0.552656
Igfbp4_chr11_16738	devCRE	0.422212007383915	0.120094710079005	4.85581930433017	2	unique_7	0.612766666666667	FALSE	FALSE	TRUE	0.656478054599403	0.198876
Igfbp4_chr11_16743	devCRE	0.279876685543846	0.117018370639506	3.50673071875563	2	unique_8	0.720433333333333	FALSE	FALSE	FALSE	3.51321181067648	0.843378
Igfbp4_chr11_16784	devCRE	0.0888007830816455	0.0218948666546376	5.37706052592557	2	unique_9	0.4228	FALSE	FALSE	FALSE	3.11592779502444	0.166102
Klf4_chr4_3934	devCRE	0.297860456640392	0.146863006609985	2.52502194166625	2	unique_7	0.654066666666667	FALSE	FALSE	FALSE	0.726122120001959	-0.16222
Klf4_chr4_3936	devCRE	0.78981997361533	0.127878573394603	76.6475864223206	3	unique_4	0.9143	FALSE	FALSE	FALSE	5.55738923639245	0.295806
Klf4_chr4_3946	devCRE	0.0977389109878063	0.0333618140519135	3.33080900835288	2	unique_7	0.593666666666667	FALSE	FALSE	FALSE	-0.499370595307313	1.49651
Klf4_chr4_3951	devCRE	0.208715202099809	0.0913942779208411	3.41144373250364	2	unique_0	0.6419	FALSE	FALSE	FALSE	3.86345731101705	0.10281
Klf4_chr4_3952	devCRE	0.392923877977131	0.0275203454737647	65.569731560737	3	unique_4	0.995866666666667	FALSE	FALSE	FALSE	3.96434921416617	0.760342
Klf4_chr4_3958	devCRE	0.0961496597558072	0.0168981653561006	9.62004684250473	2	unique_4	0.6703	FALSE	FALSE	FALSE	4.20690248936659	-0.008948
Lama1_chr17_7787	devCRE	0.129401915689746	0.0165065636779769	14.9431562184777	1	unique_4	0.6721	FALSE	FALSE	FALSE	5.04252125704151	0.031096
Lama1_chr17_7788	devCRE	0.263696279688362	0.0344645737775403	11.2040002775775	2	unique_4	0.603266666666667	FALSE	FALSE	FALSE	4.55458013705752	0.227698
Lama1_chr17_7791	devCRE	0.27087297177172	0.0667381781182694	14.0028020880648	2	unique_4	0.7754	FALSE	FALSE	FALSE	4.72504996849526	-0.044072
Lama1_chr17_7799	devCRE	0.11935176923136	0.0375743583830244	6.15193807606053	2	unique_4	0.7056	FALSE	FALSE	FALSE	4.89570980042116	0.40574
Lama1_chr17_7814	devCRE	0.294177270485352	0.0917298292524189	5.19581526542746	1	unique_0	0.684233333333333	FALSE	FALSE	FALSE	3.86894935318517	0.131192
Lama1_chr17_7874	devCRE	0.343921977637034	0.0946704406224494	12.3770650768146	3	unique_0	0.703033333333333	FALSE	FALSE	FALSE	4.76480996034621	0.005488
Lama1_chr17_7892	devCRE	0.0571812074249007	0.00844263945366168	18.1587725169803	1	unique_2	0.714666666666667	FALSE	FALSE	FALSE	1.68892669290944	-0.089304
Lama1_chr17_7907	devCRE	0.0415453182214007	0.00872514293883632	13.0345522882407	1	unique_0	0.748833333333333	FALSE	FALSE	FALSE	6.36787070225233	0.035802
Lamb1_chr12_2182	devCRE	0.0620226572017924	0.013853495724054	9.35833626405724	1	unique_0	0.6766	FALSE	FALSE	FALSE	5.46114313526569	0.17774
Lamb1_chr12_2186	devCRE	0.663206305363283	0.0714425061927668	4.6868586471957	2	unique_7	0.694733333333333	FALSE	FALSE	FALSE	2.32017533548755	0.031426
Lamb1_chr12_2189	devCRE	0.135633135081655	0.0252467725681053	7.6338667937642	1	unique_4	0.754533333333333	FALSE	FALSE	FALSE	4.38096289649909	0.460642
Lamb1_chr12_2196	devCRE	0.0924605143207449	0.0201903702146008	5.02941802051255	3	unique_4	0.7122	FALSE	FALSE	FALSE	4.21630628836413	-0.075758
Lamb1_chr12_2203	devCRE	0.0449280915481363	0.0092251913386497	15.2914814716766	1	unique_4	0.625466666666667	FALSE	FALSE	FALSE	3.74702630131599	0.119662
Lamb1_chr12_2206	devCRE	0.0325536784422257	0.00528391497043232	15.6089425085113	1	unique_2	0.575233333333333	FALSE	FALSE	FALSE	5.51117153207559	0.213316
Lamb1_chr12_2207	devCRE	0.0674354337711222	0.0196017108785005	5.83689902612512	1	unique_0	0.509766666666667	FALSE	FALSE	FALSE	4.83195184465024	-0.03056
Lamb1_chr12_2215	devCRE	0.30764243872806	0.0574616138030071	8.74657468809847	2	unique_7	0.561266666666667	FALSE	FALSE	FALSE	3.83214623530653	0.130182
Lamb1_chr12_2238	devCRE	0.0406676642514366	0.015111370028015	3.86731905791598	2	unique_0	0.494433333333333	FALSE	FALSE	FALSE	3.20380132258759	0.001322
Lamb1_chr12_2239	devCRE	0.27780082063425	0.0561024379181248	7.30828069841237	2	unique_4	0.753366666666667	FALSE	FALSE	FALSE	2.04307256429139	-0.001626
Lamb1_chr12_2288	devCRE	0.0414892011704589	0.0148165670256111	5.65302321662761	2	unique_0	0.5579	FALSE	FALSE	FALSE	4.34168686011864	0.256996
Lamb1_chr12_2289	devCRE	0.0819273082630982	0.0186972050426564	7.97912044493485	2	unique_0	0.731966666666667	FALSE	FALSE	FALSE	5.53011369371037	1.52023
Lamc1_chr1_12127	devCRE	0.0583791165701055	0.0161559598806825	8.1136814648593	1	unique_1	0.569466666666667	FALSE	FALSE	FALSE	3.81617484994339	0.632748
Lamc1_chr1_12152	devCRE	0.119590696688052	0.0577013047366897	2.94440114495742	1	unique_1	0.7269	FALSE	FALSE	FALSE	3.27304951220531	0.172666
Lamc1_chr1_12183	devCRE	0.0639100192975319	0.0123322194739612	21.1364302836013	1	unique_4	0.649433333333333	FALSE	FALSE	FALSE	4.64928249836052	0.134788
Lamc1_chr1_12185	devCRE	0.134176377355832	0.0267005802761894	14.3765120186354	3	unique_4	0.954466666666667	FALSE	FALSE	FALSE	6.10474090394084	0.073834
Lamc1_chr1_12188	devCRE	0.0298316497148043	0.00729962570702034	10.9158891497776	1	unique_0	0.5475	FALSE	FALSE	FALSE	4.41041023736041	0.140872
