DE_gene	cluster_DE_id	log2FC_exp	log2FC_pct_exp	pct_cognate_cell_exp	log2FC_ATAC_cognate	cognate_ATAC_access	cognate_ATAC_access1	cognate_ATAC_access2	av_phyloP	distDEgene	score	nearestGene_v2	peakType	keyTF_bool	seqnames	start	end	unique_peak_id	mm_cCREs	mm_cCREs_cat	bool_mm_cCRE_oi	hg_homolog	hg_homolog_ensembl	all_reciprocal_hg_cCREs	restricted_reciprocal_hg_cCREs	gene_set	number_DA_peaks	bool_mm_cCRE	bool_dist	pct_exp	high_DE	very_high_DE	min_access	highly_accessible	high_DA	very_high_DA	moderate_deep_conservation	strong_deep_conservation	bool_ortho_hg_cCRE	bool0	bool_A1	bool_A2	bool_DA1	bool_DA2	bool_DA3	bool_num_DA_peak	bool_OR_all	n_bool_A1	n_bool_A2	n_bool_DA1	n_bool_DA2	n_bool_DA3	n_bool_OR_all
Sparc	endo	3.29300979651215	0.355910194316597	0.988	0.459174862659884	0.0002993038568364	0.000309710319258254	0.000290152155923377	0.493376	0	92.62718	Sparc	Exonic	FALSE	chr11	55419681	55420181	chr11_7205	EM10D1226718	PLS_CTCF-bound	TRUE	SPARC	ENSG00000113140	EH38D3777771	EH38D3777771	DE	4	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0	4	0	0	0	4
Sparc	endo	3.29300979651215	0.355910194316597	0.988	4.09530981831692	0.000104928075896887	0.000105575941327211	0.000104358326984156	-0.08637	1065	36.86431	Sparc	Promoter	FALSE	chr11	55421146	55421646	chr11_7207			FALSE	SPARC	ENSG00000113140			DE	4	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	4	0	0	0	4
Sparc	endo	3.29300979651215	0.355910194316597	0.988	1.25553068147259	0.000540068594856825	0.000533570842980392	0.000545782878863197	0.40227	8000	133.58501	Sparc	Distal	FALSE	chr11	55428081	55428581	chr11_7210	EM10D1226729	dELS	TRUE	SPARC	ENSG00000113140	EH38D3777785	EH38D3777785	DE	4	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0	4	0	0	0	4
Sparc	endo	3.29300979651215	0.355910194316597	0.988	3.63479958985717	0.000522465999855432	0.000518161300874382	0.000526251658804471	-0.13318	8520	151.93027	Sparc	Distal	FALSE	chr11	55428601	55429101	chr11_7211	EM10D1226730	dELS	TRUE	SPARC	ENSG00000113140			DE	4	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	4	0	0	0	4
Sparc	endo	3.29300979651215	0.355910194316597	0.988	4.97598868897686	0.000487776083956601	0.000488994897452563	0.000486704229167561	0.04018	10380	136.98109	Sparc	Distal	FALSE	chr11	55430461	55430961	chr11_7213			FALSE	SPARC	ENSG00000113140			DE	4	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	4	0	0	0	4
Sparc	endo	3.29300979651215	0.355910194316597	0.988	0.441776160779579	0.000612843918499629	0.000610972239876165	0.000614489919058978	-0.086228	40957	184.64951	Atox1	Promoter	FALSE	chr11	55461038	55461538	chr11_7230	EM10D1226757	PLS	TRUE	SPARC	ENSG00000113140			DE	4	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	4	0	0	0	4
Sparc	endo	3.29300979651215	0.355910194316597	0.988	0.27775144830121	0.000149641577177701	0.000140623575964887	0.000157572230899147	-0.07695	48428	21.47434	G3bp1	Promoter	FALSE	chr11	55468509	55469009	chr11_7233	EM10D1226765, EM10D1226766, EM10D1226764	pELS, pELS, pELS	TRUE	SPARC	ENSG00000113140			DE	4	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	4	0	0	0	4
Sparc	endo	3.29300979651215	0.355910194316597	0.988	-0.0144913289347134	0.000746247184288716	0.000724311413166053	0.000765538044955214	0.47005	48949	43.1284	G3bp1	Promoter	FALSE	chr11	55469030	55469530	chr11_7234	EM10D1226766, EM10D1226767	pELS, pELS_CTCF-bound	TRUE	SPARC	ENSG00000113140	EH38D3777864, EH38D3777865	EH38D3777864, EH38D3777865	DE	4	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0	4	0	0	0	4
Sparc	endo	3.29300979651215	0.355910194316597	0.988	0.339459589019494	0.000323108103421509	0.000322941206309982	0.00032325487687689	0.228912	49579	33.45272	G3bp1	Intronic	FALSE	chr11	55469660	55470160	chr11_7235	EM10D1226768	pELS	TRUE	SPARC	ENSG00000113140	EH38D3777867	EH38D3777867	DE	4	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0	4	0	0	0	4
Sparc	endo	3.29300979651215	0.355910194316597	0.988	0.717130639148424	0.000109622300468017	0.000109667975911108	0.000109582132351581	0.794112	77752	43.8343	Mir7652	Intronic	FALSE	chr11	55497833	55498333	chr11_7243	EM10D1226784	CTCF-only_CTCF-bound	FALSE	SPARC	ENSG00000113140			DE	4	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	4	0	0	0	4
Col1a1	meso	3.17308891718518	2.23294760340438	0.503	4.63230458174936	0.000337716662475448	0.000433325406424971	0.000304621328031383	0.291978	53737	75.32242	Gm11544	Distal	FALSE	chr11	94881986	94882486	chr11_15258	EM10D1254038, EM10D1254039	dELS, dELS	TRUE	COL1A1	ENSG00000108821			DE	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	1	1	2	2	3
Col1a1	meso	3.17308891718518	2.23294760340438	0.503	4.18042134840857	0.000309746743810615	0.00031012400164874	0.000309616154558956	0.177364	53129	54.30299	Gm11544	Distal	FALSE	chr11	94882594	94883094	chr11_15259	EM10D1254040	dELS_CTCF-bound	TRUE	COL1A1	ENSG00000108821	EH38D2940635	EH38D2940635	DE	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	1	1	2	2	3
Col1a1	meso	3.17308891718518	2.23294760340438	0.503	2.86122614393954	9.73979644619127e-05	0.000104468473713076	9.49504804903563e-05	-0.069386	7796	21.26526	Col1a1	Distal	FALSE	chr11	94927927	94928427	chr11_15269	EM10D1254076, EM10D1254077	dELS, dELS	TRUE	COL1A1	ENSG00000108821			DE	2	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	1	1	2	2	3
Col1a1	meso	3.17308891718518	2.23294760340438	0.503	3.35359413202237	0.000536251061204947	0.000459781935484127	0.000562721143185231	0.74788	7057	127.01402	Col1a1	Distal	FALSE	chr11	94928666	94929166	chr11_15270	EM10D1254079	dELS	TRUE	COL1A1	ENSG00000108821	EH38D2940575	EH38D2940575	DE	2	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0	1	1	2	2	3
Col1a1	meso	3.17308891718518	2.23294760340438	0.503	4.29438611623275	0.000159281632121131	0.000129593975312244	0.000169558128708822	1.39682	2226	25.03122	Col1a1	Distal	FALSE	chr11	94933497	94933997	chr11_15273	EM10D1254086	dELS	TRUE	COL1A1	ENSG00000108821	EH38D2940563	EH38D2940563	DE	2	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	0	1	1	2	2	3
Col1a1	meso	3.17308891718518	2.23294760340438	0.503	5.19583107693838	0.000239683770081261	0.000171418846205315	0.000263313936038319	2.10186	0	65.28929	Col1a1	Promoter	FALSE	chr11	94935951	94936451	chr11_15275	EM10D1254092	PLS	TRUE	COL1A1	ENSG00000108821	EH38D2940556	EH38D2940556	DE	2	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	0	1	1	2	2	3
Col1a1	meso	3.17308891718518	2.23294760340438	0.503	1.67021894476747	0.000426677354513424	0.000371717238266176	0.000445702010137472	0.239498	710	81.93649	Col1a1	Intronic	FALSE	chr11	94936935	94937435	chr11_15276	EM10D1254093, EM10D1254094, EM10D1254095	pELS_CTCF-bound, pELS_CTCF-bound, pELS_CTCF-bound	TRUE	COL1A1	ENSG00000108821	EH38D2940551		DE	2	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	1	1	2	2	3
Col1a1	meso	3.17308891718518	2.23294760340438	0.503	-0.223718085042433	0.000204390034054088	0.000192978241137482	0.000208340270063682	0.248102	42649	87.90087	Sgca	Distal	FALSE	chr11	94978874	94979374	chr11_15301	EM10D1254151	dELS_CTCF-bound	TRUE	COL1A1	ENSG00000108821	EH38D2940451	EH38D2940451	DE	2	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	1	1	2	2	3
Col1a1	meso	3.17308891718518	2.23294760340438	0.503	0.601562735211085	0.000212313557990572	0.000222801251205027	0.000208683202647106	0.668172	53393	70.88964	Ppp1r9b	Promoter	FALSE	chr11	94989618	94990118	chr11_15306	EM10D1254165, EM10D1254166	pELS, pELS_CTCF-bound	TRUE	COL1A1	ENSG00000108821	EH38D2940437	EH38D2940437	DE	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	1	1	2	2	3
Col1a1	meso	3.17308891718518	2.23294760340438	0.503	0.399045175749565	0.000239121244573603	0.000249637007097934	0.000235481172930566	0.64327	54459	23.69139	Ppp1r9b	Promoter	FALSE	chr11	94990684	94991184	chr11_15307	EM10D1254168, EM10D1254169	PLS_CTCF-bound, PLS_CTCF-bound	TRUE	COL1A1	ENSG00000108821	EH38D2940433		DE	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	1	1	2	2	3
Col1a1	meso	3.17308891718518	2.23294760340438	0.503	-0.130959944678702	0.000191742240071328	0.000129186425863618	0.000213396175758612	0.354938	67868	112.48521	Samd14	Intronic	FALSE	chr11	95004093	95004593	chr11_15316	EM10D1254189	dELS	TRUE	COL1A1	ENSG00000108821			DE	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	1	1	2	2	3
Col1a1	meso	3.17308891718518	2.23294760340438	0.503	0.508482585050687	0.000254894677064876	0.000293418895846935	0.000241559370563394	-0.015904	73322	28.6701	Samd14	Promoter	FALSE	chr11	95009547	95010047	chr11_15322	EM10D1254199	PLS_CTCF-bound	TRUE	COL1A1	ENSG00000108821	EH38D2940393	EH38D2940393	DE	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	1	1	2	2	3
Lamb1	endo	3.05360316130055	1.90730332484632	0.874	5.46114313526569	0.00016267456511522	0.000163574519579776	0.000161883122859333	0.17774	46507	86.11548	Lamb1	Distal	FALSE	chr12	31218286	31218786	chr12_2182			FALSE	LAMB1	ENSG00000091136			DE	9	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamb1	endo	3.05360316130055	1.90730332484632	0.874	4.70231183473869	0.000219565283521995	0.000203584012172909	0.000233619609542486	0.245828	43268	78.34847	Lamb1	Distal	FALSE	chr12	31221525	31222025	chr12_2183			FALSE	LAMB1	ENSG00000091136			DE	9	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamb1	endo	3.05360316130055	1.90730332484632	0.874	2.32017533548755	0.000206888503530067	0.000202232725789831	0.000210982909839236	0.031426	39497	61.24002	Lamb1	Distal	FALSE	chr12	31225296	31225796	chr12_2186	EM10D1288855	dELS	TRUE	LAMB1	ENSG00000091136			DE	9	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamb1	endo	3.05360316130055	1.90730332484632	0.874	4.38096289649909	0.000196148751761075	0.00018082643318406	0.000209623578385773	0.460642	35566	53.95481	Lamb1	Distal	FALSE	chr12	31229227	31229727	chr12_2189			FALSE	LAMB1	ENSG00000091136			DE	9	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamb1	endo	3.05360316130055	1.90730332484632	0.874	4.21630628836413	0.000320755668051939	0.000306817067884333	0.000333013618420575	-0.075758	18234	90.8363	Lamb1	Distal	FALSE	chr12	31246559	31247059	chr12_2196			FALSE	LAMB1	ENSG00000091136			DE	9	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamb1	endo	3.05360316130055	1.90730332484632	0.874	3.74702630131599	0.00019153866196182	0.000186643273059643	0.000195843788264067	0.119662	8386	73.64014	Lamb1	Distal	FALSE	chr12	31256407	31256907	chr12_2203	EM10D1288883	dELS	TRUE	LAMB1	ENSG00000091136	EH38D4014726	EH38D4014726	DE	9	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamb1	endo	3.05360316130055	1.90730332484632	0.874	5.51117153207559	0.000199306685595442	0.000201299862132636	0.000197553836760189	0.213316	3015	57.31573	Lamb1	Distal	FALSE	chr12	31261778	31262278	chr12_2206			FALSE	LAMB1	ENSG00000091136			DE	9	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamb1	endo	3.05360316130055	1.90730332484632	0.874	4.83195184465024	0.000162414053795681	0.000163540970673521	0.000161423015169705	-0.03056	2080	56.36878	Lamb1	Distal	FALSE	chr12	31262713	31263213	chr12_2207			FALSE	LAMB1	ENSG00000091136			DE	9	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamb1	endo	3.05360316130055	1.90730332484632	0.874	1.26961738911233	0.00024119364225217	0.00024542115305956	0.000237475864495671	0.40882	0	50.59093	Lamb1	Promoter	FALSE	chr12	31264994	31265494	chr12_2210	EM10D1288890	PLS	TRUE	LAMB1	ENSG00000091136	EH38D4014715	EH38D4014715	DE	9	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamb1	endo	3.05360316130055	1.90730332484632	0.874	3.83214623530653	0.000122796811300576	0.000122060829727219	0.000123444051732897	0.130182	3984	31.38774	Lamb1	Intronic	FALSE	chr12	31269279	31269779	chr12_2215	EM10D1288900, EM10D1288901	dELS, dELS	TRUE	LAMB1	ENSG00000091136			DE	9	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamb1	endo	3.05360316130055	1.90730332484632	0.874	4.38529868887509	0.000316277949687774	0.000304743737177038	0.000326421421973211	0.208032	5372	105.89042	Lamb1	Intronic	FALSE	chr12	31270667	31271167	chr12_2216			FALSE	LAMB1	ENSG00000091136			DE	9	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
